doi,title,authors,author_corresponding,author_corresponding_institution,date,version,license,category,jatsxml,abstract,published,node,link,pdf,link_page,link_pdf,article,is_open_data,open_data_category,is_open_code,open_data_statements,open_code_statements
10.1101/19013383,"Predicting dengue importation into Europe, using machine learning and model-agnostic methods.","Salami, D.; Sousa, C. A.; Martins, M. D. R. O.; Capinha, C.",Donald Salami,"Instituto de Higiene e Medicina Tropical, Universidade Nova de Lisboa, Global Public Health,  Lisbon, Portugal",2019-11-29,1,cc_by_nc,Public And Global Health,https://www.medrxiv.org/content/early/2019/11/29/19013383.source.xml,"The geographical spread of dengue is a global public health concern. This is largely mediated by the importation of dengue from endemic to non-endemic areas via the increasing connectivity of the global air transport network. The dynamic nature and intrinsic heterogeneity of the air transport network make it challenging to predict dengue importation.

Here, we explore the capabilities of state-of-the-art machine learning algorithms to predict dengue importation. We trained four machine learning classifiers algorithms, using a 6-year historical dengue importation data for 21 countries in Europe and connectivity indices mediating importation and air transport network centrality measures. Predictive performance for the classifiers was evaluated using the area under the receiving operating characteristic curve, sensitivity, and specificity measures. Finally, we applied practical model-agnostic methods, to provide an in-depth explanation of our optimal models predictions on a global and local scale.

Our best performing model achieved high predictive accuracy, with an area under the receiver operating characteristic score of 0.94 and a maximized sensitivity score of 0.88. The predictor variables identified as most important were the source countrys dengue incidence rate, population size, and volume of air passengers. Network centrality measures, describing the positioning of European countries within the air travel network, were also influential to the predictions.

We demonstrated the high predictive performance of a machine learning model in predicting dengue importation and the utility of the model-agnostic methods to offer a comprehensive understanding of the reasons behind the predictions. Similar approaches can be utilized in the development of an operational early warning surveillance system for dengue importation.",1,992,/content/10.1101/19013383v1?versioned=TRUE,/content/10.1101/19013383v1.full.pdf,https://www.medrxiv.org/content/10.1101/19013383v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19013383v1.full.pdf,_10.1101_19013383.txt,0,NA,0,NA,NA
10.1101/19013177,Quality of life in cancer patients treated with mistletoe: a systematic review and meta-analysis,"Loef, M.; Walach, H.",Harald Walach,Poznan University of Medical Sciences,2019-11-29,1,cc_by_nd,Oncology,https://www.medrxiv.org/content/early/2019/11/29/19013177.source.xml,"BackgroundMistletoe extracts are used as an adjunct therapy for cancer patients, but there is dissent as to whether this therapy has a positive impact on quality of life (QoL).

MethodsWe conducted a systematic review searching in several databases (Medline, Embase, CENTRAL, CINAHL, PsycInfo, Science Citation Index, clinicaltrials.gov, opengrey.org) by combining terms that cover the fields of """"neoplasm"""", """"quality of life"""" and """"mistletoe"""". We included prospective controlled trials that compared mistletoe extracts with a control in cancer patients and reported QoL or related dimensions. The quality of the studies was assessed with the Cochrane Risk of Bias tool version 2.We conducted a quantitative meta-analysis.

ResultsWe included 26 publications with 30 data sets. The studies were heterogeneous. The pooled standardized mean difference (random effects model) for global QoL after treatment with mistletoe extracts vs. control was d = 0.61 (95% CI 0.41-0.81; p<0,00001). The effect was stronger for younger patients, with longer treatment, in studies with lower risk of bias, in randomized and blinded studies. Sensitivity analyses support the validity of the finding. 50% of the QoL subdomains (e.g. pain, nausea) show a significant improvement after mistletoe treatment. Most studies have a high risk of bias or at least raise some concern.

ConclusionMistletoe extracts produce a significant, medium-sized effect on QoL in cancer. Risk of bias in the analyzed studies is likely due to the specific type of treatment, which is difficult to blind; yet this risk is unlikely to affect the outcome.

PROSPERO registration numberCRD42019137704",1,994,/content/10.1101/19013177v1?versioned=TRUE,/content/10.1101/19013177v1.full.pdf,https://www.medrxiv.org/content/10.1101/19013177v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19013177v1.full.pdf,_10.1101_19013177.txt,0,NA,0,NA,NA
10.1101/19013326,The care of older adults with extreme obesity in nursing homes: A collective case study,"Hales, C.; Amankwaa, I.; Gray, L.; Rook, H.",Caz Hales,Victoria University of Wellington,2019-11-29,1,cc_by_nc_nd,Health Systems And Quality Improvement,https://www.medrxiv.org/content/early/2019/11/29/19013326.source.xml,"ObjectiveTo establish the preparedness of nursing homes to deliver high quality, safe and equitable bariatric care for older adults with extreme obesity.

Design and methodsA collective case study approach was used. Data collection included observational and interview data from three nursing homes, and a review of 224,200 resident admissions over a 3-year period in New Zealand.

ParticipantsTwenty eight health care workers from three nursing homes in the North Island of New Zealand.

ResultsDespite a willingness by healthcare staff to care for older adults with extreme obesity, nursing homes were not well equipped to provide safe equitable care for this resident population. Key areas of concern for nursing homes related to limitations in the infrastructure, and financial barriers relating to government funded contracted care services which incorporated equipment procurement and safe staffing ratios.

ConclusionNursing homes are unprepared to accommodate the existing and increasing number of older adults with extreme obesity who will require bariatric specific care. Government agencies and policy makers will need to consider the financial implications of the increasing need for bariatric level support within aged care, as well as the impact on individual nursing home resources and quality of care provided. Considerable sector and government attention is needed in relation to infrastructure and funding, to allow for the provision of high quality, safe and equitable care for this population group.",0,996,/content/10.1101/19013326v1?versioned=TRUE,/content/10.1101/19013326v1.full.pdf,https://www.medrxiv.org/content/10.1101/19013326v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19013326v1.full.pdf,_10.1101_19013326.txt,0,NA,0,NA,NA
10.1101/19013318,Quantitative Analysis of Ablation Technique Predicts Arrhythmia Recurrence Following Atrial Fibrillation Ablation,"Jankelson, L.; Dai, M.; Bernstein, S.; Park, D.; Holmes, D.; Aizer, A.; Chinitz, L.; Barbhaiya, C.",Lior Jankelson,NYU School of Medicine,2019-11-29,1,cc_no,Cardiovascular Medicine,https://www.medrxiv.org/content/early/2019/11/29/19013318.source.xml,"BackgroundOptimal ablation technique, including catheter-tissue contact during atrial fibrillation (AF) radiofrequency (RF) ablation is associated with improved procedural outcomes. We used a custom developed software to analyze high frequency catheter position data to study the interaction between catheter excursion during lesion placement, lesion-set sequentiality and arrhythmia recurrence.

Methods100 consecutive patients undergoing first time RF ablation for paroxysmal AF were analyzed. Spatial positioning of the ablation catheter sampled at 60 Hz during RF application was extracted from the CARTO3 system (Biosense Webster Inc., USA) and analyzed using custom developed MATLAB software to determine precise catheter spatial 3D excursion during RF ablation. The primary end point was freedom from atrial arrhythmia lasting longer than 30 seconds after a single ablation procedure.

ResultsAt one year, 86% of patients were free from recurrent arrhythmia. There was no significant difference in clinical, echocardiographic or ablation characteristics between patients with and without recurrent arrhythmia. Analyzing 15,356,998 position data-points revealed that lesion-set sequentiality and mean lesion catheter excursion were predictors of arrhythmia recurrence. Analyzing arrhythmia recurrence by mean single-lesion catheter excursion (excursion > 2.81mm) and by sequentiality (using 46% of lesions with inter-lesion distance >6mm as cutoff) revealed significantly increased arrhythmia recurrence in the higher excursion group (23% vs. 6%, p=0.03) and in the less sequential group (24% vs. 4%, p=0.02).

ConclusionAblation lesion sequentiality measured by catheter inter-lesion distance and catheter stability measured by catheter excursion during lesion placement are potentially modifiable factors affecting arrhythmia recurrence after RF ablation for AF.",1,997,/content/10.1101/19013318v1?versioned=TRUE,/content/10.1101/19013318v1.full.pdf,https://www.medrxiv.org/content/10.1101/19013318v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19013318v1.full.pdf,_10.1101_19013318.txt,0,NA,0,NA,NA
10.1101/19013292,Social and Health Seeking Determinants of Antibiotic Use in Vietnamese Children Under 5: Analysis of National Household Survey Data,"Wang, T.; Le Viet, T.; Son, T. T.; Makuka, G. J.; Zheng, C.; Lewycka, S.; Van Doorn, R.",Sonia Lewycka,"Oxford Clinical Research Unit, Hanoi, Vietnam",2019-11-29,1,cc_by_nc_nd,Epidemiology,https://www.medrxiv.org/content/early/2019/11/29/19013292.source.xml,"BackgroundAntibiotic resistance is an important global public health issue, perpetuated by increases in antibiotic use. In low- and middle-income countries (LMICs), tackling antibiotic resistance bacteria is especially challenging. Due to high rates of infectious disease and continuing high mortality from untreated bacterial infections, policy must balance tackling both antibiotic access and antibiotic overuse. This paper investigates the social and health-seeking determinants that impact appropriate and inappropriate antibiotic use in Vietnamese children under 5 for Acute Respiratory Illness (ARI).

MethodsDescriptive analyses and logistic regression models were performed on country-wide household data from UNICEF Multiple Indicator Cluster Surveys in 2006, 2011, 2014.

ResultsResults show that antibiotic overuse is higher in those who sought care from a healthcare provider than those who self-treated. In 2014, children who sought care at private facilities and government facilities were more likely to overuse antibiotics for mild respiratory infections (OR 6.1 and OR 3.8 respectively) than those who did not seek care at private and government facilities respectively. Furthermore, higher socioeconomic level was associated with both appropriate antibiotic use for pneumonia and inappropriate for mild ARI. Children in the poorest households in 2011 and 2014 were less likely to appropriately use antibiotics than those from other socioeconomic levels (OR 0.37 and 0.025 respectively). And children in the poorest households in 2014 were less likely to inappropriately use antibiotics for mild ARI than all other socioeconomic levels (OR 0.36).

ConclusionsThese findings support, challenge, and broaden current understandings of antibiotic usage in Vietnam. Our results suggest that inappropriate antibiotic use arises from the provider and institutional level. Consequently, we argue that community education efforts and enforcing antibiotics as prescription-only is insufficient. Instead, more focus should be made on reducing financial incentives and infrastructural weaknesses at hospitals and health centres. Furthermore, our results show the need to provide the poorest households with sufficient access to antibiotics. Health policy should tackle the issue of inappropriate use of antibiotics for mild ARI among higher socioeconomic groups.",0,998,/content/10.1101/19013292v1?versioned=TRUE,/content/10.1101/19013292v1.full.pdf,https://www.medrxiv.org/content/10.1101/19013292v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19013292v1.full.pdf,_10.1101_19013292.txt,0,NA,0,NA,NA
10.1101/19013284,Schizophrenia polygenic risk score and cannabis use modify psychosis expression in first episode psychosis patients and population controls,"Quattrone, D.; Reininghaus, U.; Richards, A. L.; Tripoli, G.; Ferraro, L.; Marino, P.; Rodriguez, V.; Gayer-Anderson, C.; Jongsma, H. E.; Jones, P. B.; La Cascia, C.; La Barbera, D.; Tarricone, I.; Bonora, E.; Tosato, S.; La Salvia, A.; Szoke, A.; Arango, C.; Bernardo, M.; Bobes, J.; Del Ben, C. M.; Rossi Menezes, P.; Llorca, P.-M.; Santos, J. L.; Sanjuan, J.; Tortelli, A.; Velthorst, E.; De Haan, L.; Rutten, B. P. F.; Lynskey, M. T.; Freeman, T. P.; Kirkbride, J. B.; Sham, P. C.; O'donovan, M. C.; Cardno, A.; Vassos, E.; Van Os, J.; Morgan, C.; Murray, R. M.; Lewis, C. M.; Di Forti, M.",Diego Quattrone,"Social, Genetic and Developmental Psychiatry Centre, Institute of Psychiatry, Psychology and Neuroscience, King\'s College London, London, United Kingdom, SE5 8",2019-11-29,1,cc_no,Psychiatry And Clinical Psychology,https://www.medrxiv.org/content/early/2019/11/29/19013284.source.xml,"BackgroundDiagnostic categories within the psychosis spectrum are widely used in clinical practice, however psychosis may occur on a continuum. Therefore, we explored whether the continuous distribution of psychotic symptoms across categories is a function of genetic as well as environmental risk factors, such as polygenic risk scores (PRSs) and cannabis use.

MethodsAs part of the EU-GEI study, we genotyped first episode psychosis patients (FEP) and population controls, for whom transdiagnostic dimensions of psychotic symptoms or experiences were generated using item response bi-factor modelling. Linear regression was used, separately in patients and controls, to test the associations between these dimensions and schizophrenia (SZ) PRSs, as well as the combined effect of SZ-PRS and cannabis use on the positive symptom/experience dimensions.

ResultsSZ-PRS was associated with negative (B=0.18; 95%CI 0.03 to 0.34) and positive (B=0.19; 95%CI 0.03 to 0.36) symptom dimensions in 617 FEP, and with all the psychotic experience dimensions in 979 controls. The putative effect of SZ-PRS on either symptom or experience dimensions was of a small magnitude. Cannabis use was additionally associated with the positive dimensions both in FEP (B=0.31; 95%CI 0.11 to 0.52) and in controls (B=0.26; 95%CI 0.06 to 0.46), independently from SZ-PRS.

ConclusionsWe report two validators to the latent dimensional structure of psychosis. SZ risk variants and cannabis use independently map onto specific dimensions, contributing to variation across the psychosis continuum. Findings support the hypothesis that psychotic experiences have similar biological substrates as clinical disorders.",0,999,/content/10.1101/19013284v1?versioned=TRUE,/content/10.1101/19013284v1.full.pdf,https://www.medrxiv.org/content/10.1101/19013284v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19013284v1.full.pdf,_10.1101_19013284.txt,0,NA,0,NA,NA
10.1101/19013342,Interpreting chest X-rays via CNNs that exploit disease dependencies and uncertainty labels,"Pham, H. H.; Le, T. T.; Tran, D. Q.; Ngo, D. T.; Nguyen, H. Q.",Hieu H. Pham,Vingroup Big Data Institute (VinBDI),2019-11-29,1,cc_by_nc_nd,Radiology And Imaging,https://www.medrxiv.org/content/early/2019/11/29/19013342.source.xml,"Chest radiography is one of the most common types of diagnostic radiology exams, which is critical for screening and diagnosis of many different thoracic diseases. Specialized algorithms have been developed to detect several specific pathologies such as lung nodule or lung cancer. However, accurately detecting the presence of multiple diseases from chest X-rays (CXRs) is still a challenging task. This paper presents a supervised multi-label classification framework based on deep convolutional neural networks (CNNs) for predicting the risk of 14 common thoracic diseases. We tackle this problem by training state-of-the-art CNNs that exploit dependencies among abnormality labels. We also propose to use the label smoothing technique for a better handling of uncertain samples, which occupy a significant portion of almost every CXR dataset. Our model is trained on over 200,000 CXRs of the recently released CheXpert dataset and achieves a mean area under the curve (AUC) of 0.940 in predicting 5 selected pathologies from the validation set. This is the highest AUC score yet reported to date. The proposed method is also evaluated on the independent test set of the CheXpert competition, which is composed of 500 CXR studies annotated by a panel of 5 experienced radiologists. The performance is on average better than 2.6 out of 3 other individual radiologists with a mean AUC of 0.930, which ranks first on the CheXpert leaderboard at the time of writing this paper.",0,1000,/content/10.1101/19013342v1?versioned=TRUE,/content/10.1101/19013342v1.full.pdf,https://www.medrxiv.org/content/10.1101/19013342v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19013342v1.full.pdf,_10.1101_19013342.txt,0,NA,0,NA,NA
10.1101/19013227,The role of synovial T-cell infiltration following knee joint injury in symptoms and progression to osteoarthritis,"Moradi, B.; Jackson, M. T.; Shu, C. C.; Smith, S. M.; Smith, M. M.; Zaki, S.; Platzer, H.; Rosshirt, N.; Giangreco, D.; Scanzello, C. R.; Little, C. B.",Christopher B Little,"Raymond Purves Bone and Joint Research Laboratories, Kolling Institute of Medical Research, University of Sydney at Royal North Shore Hospital, St. Leonards, NS",2019-11-29,1,cc_no,Rheumatology,https://www.medrxiv.org/content/early/2019/11/29/19013227.source.xml,"ObjectivesIdentification of osteoarthritis(OA)-specific synovial inflammatory pathways, and when in the clinical course they are active, is critical for their utility as therapeutic targets. We directly compared the mononuclear inflammatory/immune-cell responses following joint injury that does and does-not lead to OA, to define bona-fide OA-associated cellular events.

MethodsWe undertook detailed temporal flow-cytometric and mRNA expression analysis in mice after sham or medial-meniscal-destiblization (DMM) surgery. We compared this with patients with meniscal injury and OA, and evaluated the role of synovial monocytes/macrophages versus lymphocytes in catabolic metalloproteinase secrection in vitro. We determined the effect of transient acute or delayed systemic T-cell depletion on DMM-induced OA pathology.

ResultsOA-inducing/DMM and non-OA-inducing/Sham surgery had identical synovial monocyte/macrophage number, activation and polarization. The number and activation of synovial (not splenic or peripheral-blood) CD4 and CD8 lymphocytes was increased from 1-day after DMM versus Sham, and showed a persistent cyclical elevation throughout OA onset and progression. There was a temporal imbalance in synovial Th17/Treg and Th1/Th2 lymphocytes during DMM-induced OA initiation and progression. We confirmed early post-injury and late-OA CD3/CD8 T-cell responses in synovial tissues from patients, identified an association between CD8 and early post-injury symptoms, and defined a significant role for CD3+T-cells in synovial metalloproteinase secretion. Anti-CD3 cell-depletion studies in mice confirmed a key role for the earliest post-injury T-cell response in long-term OA pathology.

ConclusionsWe identify a hitherto unappreciated pathophysiological role of acute T-cell activation after joint injury in long-term post-traumatic OA risk, providing a novel diagnostic and therapeutic target.

Key MessagesO_ST_ABSWhat is already known about this subject?C_ST_ABSThe presence of synovitis/joint-inflammation increases the risk not only of osteoarthritis (OA) progression but incident disease. While numerous inflammatory effectors including macrophages and lymphocytes have been identified in OA, their disease-specificity, temporal regulation, and association with risk of pathology onset and progression is lacking.

How does this study add?By directly comparing the mononuclear inflammatory/immune-cell responses following significant joint injury that does (medial-meniscal-destabilization; DMM) and does-not (Sham-surgery) lead to OA in mice, we have defined bona-fide OA-associated cellular events. There was no difference in synovial or systemic monocyte/macrophage cell number, activation or polarization between DMM and Sham, both showing a successful wound-healing response. In contrast, increases in number and activation of synovial Th1- and Th17-CD4, and CD8 T-cells in DMM compared with Sham occurred within the first 3 days, and while recurring cyclically through subsequent disease onset, depletion studies indicated this initial influx was key to long-term ptOA risk.

How might this impact on clinical practice of future developments?Acute increases in synovial T-cells following jont injury may be both a novel marker of OA risk, and a target to reduce long term structural damage.",0,1001,/content/10.1101/19013227v1?versioned=TRUE,/content/10.1101/19013227v1.full.pdf,https://www.medrxiv.org/content/10.1101/19013227v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19013227v1.full.pdf,_10.1101_19013227.txt,0,NA,0,NA,NA
10.1101/19013243,Current practice and challenges in screening for visual perception deficits after stroke: a qualitative study,"Vancleef, K.; Colwell, M. J.; Hewitt, O.; Demeyere, N.",Kathleen Vancleef,University of Oxford,2019-11-29,1,cc_by_nc,Ophthalmology,https://www.medrxiv.org/content/early/2019/11/29/19013243.source.xml,"AIMWe aimed to document current clinical practice and needs in screening for visual perception problems after stroke to inform development of new screening tools.

METHODSWe interviewed 25 health care professionals (12 occupational therapists, 13 orthoptists) from 16 organisations in England. Interviews were transcribed and coded in NVivo Software. Data were thematically analysed using the Value Proposition Canvas, a model which establishes what people want to achieve, the challenges they face and what facilitates their jobs.

RESULTSParticipants understanding of visual perception varied and often included sensory and cognitive deficits. Occupational therapists commonly screened for visual field deficits and hemispatial neglect, while other aspects of visual cognition were rarely assessed. They decided on referrals to orthoptists for further assessment. Screening generally occurred during functional assessments and/or with in-house developed tools. Challenges to practice were: lack of time, lack of training, environmental and stroke survivor factors (e.g. aphasia), insufficient continuation of care, and test characteristics (e.g. not evidence-based). Facilitators to practice were: quick and practical tools, experienced staff or tools with minimal training requirements, a streamlined care pathway between a stroke unit and eye hospital supported by occupational therapists and orthoptists.

CONCLUSIONScreening employs non-standardised assessments and rarely covers visual perceptual deficits in higher order perception. Our service evaluation demonstrates the need for a standardised visual perception screen, which should ideally be 15 minutes or less, be portable, and require minimal equipment. The screen should be suitable for bedside testing in noisy environments, inclusive for participants with aphasia and evidence-based.",1,1002,/content/10.1101/19013243v1?versioned=TRUE,/content/10.1101/19013243v1.full.pdf,https://www.medrxiv.org/content/10.1101/19013243v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19013243v1.full.pdf,_10.1101_19013243.txt,0,NA,0,NA,NA
10.1101/19011080,Redefining multiple sclerosis phenotypes using MRI,"Eshaghi, A.; Young, A.; Wijertane, P.; Prados, F.; Arnold, D.; Narayanan, S.; Guttmann, C. R. G.; Barkhof, F.; Alexander, D. C.; Thompson, A. J.; Chard, D.; Cicarelli, O.",Arman Eshaghi,University College London,2019-12-04,1,cc_no,Neurology,https://www.medrxiv.org/content/early/2019/12/04/19011080.source.xml,"Multiple sclerosis (MS) is subdivided into four phenotypes on the basis of medical history and clinical symptoms. These phenotypes are defined retrospectively and lack clear pathobiological underpinning. Since Magnetic Resonance Imaging (MRI) better reflects disease pathology than clinical symptoms, we aimed to explore MRI-driven subtypes of MS based on pathological changes visible on MRI using unsupervised machine learning. In separate train and external validation sets we looked at a total of 21,170 patient-years of data from 15 randomised controlled trials and three observational cohorts to explore MRI-driven subtypes and test whether these subtypes had differential clinical outcomes. We processed MRI data to obtain measures of brain volumes, lesion volumes, and normal appearing white matter T1/T2. We identified three MRI-driven subtypes who were similar in how they accumulated MRI abnormality. Based on the earliest abnormalities suggested by our model they were called: cortex-led, normal appearing white matter-led, and lesion-led subtypes. In the external validation datasets, the lesion-led subtype showed a faster disability progression and higher disease activity than the cortex-led subtype. In all datasets, MRI-driven subtypes were associated with disability progression ({beta}Subtype=0.04, p=0.02; {beta}Stage=-0.06, p<0.001), whilst clinical phenotypes and baseline disability were not. Only the lesion-led subtype showed a significant treatment response in three progressive multiple sclerosis randomised controlled trials (-66%, p=0.009) and in three relapsing remitting multiple sclerosis trials (-89%, p=0.04). Our results show that MRI-driven subtyping using machine learning can prospectively enrich clinical trials with patients who are most likely to respond to treatments.",0,1004,/content/10.1101/19011080v1?versioned=TRUE,/content/10.1101/19011080v1.full.pdf,https://www.medrxiv.org/content/10.1101/19011080v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19011080v1.full.pdf,_10.1101_19011080.txt,0,NA,1,NA,nipype codes for our image analysis and quality assessment pipelines can be accessed  under  an  open  licence  at  https://github.com/armaneshaghi/nipype_codes_ipmsa .
10.1101/19013151,"Impact of a city-wide school-located influenza vaccination program over four years on vaccination coverage, school absences, and laboratory-confirmed influenza: a prospective matched cohort study","Benjamin-Chung, J.; Arnold, B. F.; Kennedy, C. J.; Mishra, K.; Pokpongkiat, N.; Nguyen, A.; Jilek, W.; Holbrook, K.; Pan, E.; Kirley, P. D.; Libby, T.; Hubbard, A.; Reingold, A.; Colford, J. M.",Jade Benjamin-Chung,"University of California, Berkeley",2019-12-04,1,cc_by,Infectious Diseases,https://www.medrxiv.org/content/early/2019/12/04/19013151.source.xml,"BackgroundIt is estimated that vaccinating 50-70% of school-aged children for influenza can produce population-wide indirect effects. We evaluated a city-wide, school-located influenza vaccination (SLIV) intervention that aimed to increase influenza vaccination coverage. The intervention was implemented in over 95 pre-schools and elementary schools in northern California from 2014 to 2018. Using a matched prospective cohort design, we estimated intervention impacts on student influenza vaccination coverage, school absenteeism, and community-wide indirect effects on laboratory-confirmed influenza hospitalizations.

Methods and FindingsWe used a multivariate matching algorithm to identify a nearby comparison school district with similar pre-intervention characteristics and matched schools in each district. To measure student influenza vaccination, we conducted cross-sectional surveys of student caregivers in 22 school pairs (2016 survey N = 6,070; 2017 survey N = 6,507). We estimated the incidence of laboratory-confirmed influenza hospitalization from 2011-2018 using surveillance data from school district zip codes. We analyzed student absenteeism data from 2011-2018 from each district (N = 42,487,816 student-days). To account for pre-intervention differences between districts, we estimated difference-in-differences (DID) in influenza hospitalization incidence and absenteeism rates using generalized linear and log-linear models with a population offset for incidence outcomes.

The number of students vaccinated by the SLIV intervention ranged from 7,502 to 10,106 (22-28% of eligible students) each year. During the intervention, influenza vaccination coverage among elementary students was 53-66% in the comparison district. Coverage was similar between the intervention and comparison districts in 2014-15 and 2015-16 and was significantly higher in the intervention site in 2016-17 (7% 95% CI 4, 11) and 2017-18 (11% 95% CI 7, 15). During seasons when vaccination coverage was higher among intervention schools and the vaccine was moderately effective, there was evidence of statistically significant indirect effects: adjusting for pre-intervention differences between districts, the reduction in influenza hospitalizations in the intervention site was 76 (95% CI 20, 133) in 2016-17 and 165 (95% CI 86, 243) in 2017-18 among non-elementary school aged individuals and 327 (5, 659) in 2016-17 and 715 (236, 1195) in 2017-18 among adults 65 years or older. The reduction in illness-related school absences during influenza season was 3,538 (95% CI 709, 6,366) in 2016-17 and 8,249 (95% CI 3,213, 13,285) in 2017-18. Limitations of this study include the use of an observational design, which may be subject to unmeasured confounding, and caregiver-reported vaccination status, which is subject to poor recall and low response rates.

ConclusionA city-wide SLIV intervention in a large, diverse urban population decreased the incidence of laboratory-confirmed influenza hospitalization in all age groups and decreased illness-specific school absence rates among students during seasons when the vaccine was moderately effective, suggesting that the intervention produced indirect effects. Our findings suggest that in populations with moderately high background levels of influenza vaccination coverage, SLIV programs can further increase coverage and reduce influenza across communities.",1,1006,/content/10.1101/19013151v1?versioned=TRUE,/content/10.1101/19013151v1.full.pdf,https://www.medrxiv.org/content/10.1101/19013151v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19013151v1.full.pdf,_10.1101_19013151.txt,1,general-purpose repository,0,our pre-  207  analysis plan selected datasets and replication scripts are available through the open science  208  framework (https://osf.io/c8xuq/).,NA
10.1101/19012062,Vitamin D status in chronic tic-disorder and comorbid obsessive-compulsive disorder and attention-deficit/hyperactivity disorder: A pan-European study,"Bond, M.; Moll, N.; Rosello, A.; Bond, R.; Schnell, J.; Burger, B.; Hoekstra, P. J.; Dietrich, A.; Schrag, A.; Kocovska, E.; Martino, D.; Mueller, N.; Schwarz, M.; Meier, U.-C.; Emtics Collaborative Group,  ",Ute-Christiane Meier,Blizard Institute,2019-12-04,1,cc_no,Psychiatry And Clinical Psychology,https://www.medrxiv.org/content/early/2019/12/04/19012062.source.xml,"BackgroundHypovitaminosis-D has been linked to neuropsychiatric conditions, but little is known about vitamin D status in individuals with chronic tic disorders (CTD). This study sought to determine whether vitamin D levels are associated with the severity of tics and presence and severity of comorbid obsessive-compulsive disorder (OCD) and/ or attention-deficit/hyperactivity disorder (ADHD).

MethodsThis is a cross-sectional sub-study of the European Multicentre Tics in Children Studies (EMTICS). Vitamin D [25(OH)D] levels (ng/ml) were obtained for 327 participants with CTD at study entry and tic severity was measured using the Yale Global Tic Severity Scale (YGTSS). An association between tic severity and presence and severity of comorbid OCD and/or ADHD symptoms was analysed using multilevel models controlling for season, site, sex, age and presence of comorbid OCD and/or ADHD.

ResultsThe participants comprised 247 boys and 80 girls (4-16 years, mean [SD], 10.9 [2.72]). Hypovitaminosis-D ([25(OH)D] < 20ng/ml) was present in 33% of participants with CTD and/ or comorbid OCD and/ or ADHD. The authors found no association between 25(OH)D levels and tic severity or OCD symptom severity. However, lower 25(OH)D levels were significantly associated with increased severity of ADHD symptoms in participants with CTD ({beta} = -0.25, s.e. = 0.08, 95% CI, -0.42 to -0.09; p < 0.01).

ConclusionAdditional research is needed to confirm these findings and assess whether hypovitaminosis-D may represent an underlying biological vulnerability for comorbid ADHD symptoms in CTD as it may signpost novel strategies for prevention and treatment.",0,1007,/content/10.1101/19012062v1?versioned=TRUE,/content/10.1101/19012062v1.full.pdf,https://www.medrxiv.org/content/10.1101/19012062v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19012062v1.full.pdf,_10.1101_19012062.txt,0,NA,0,NA,NA
10.1101/19011403,Anxiolytic effects of a galacto-oligosaccharides prebiotic in healthy female volunteers are associated with reduced negative bias and the gut bacterial composition.,"Johnstone, N.; Milesi, C.; Burn, O.; Van Den Bogert, B.; Nauta, A.; Hart, K.; Sowden, P.; Burnet, P. W.; Cohen Kadosh, K.",Kathrin Cohen Kadosh,University of Surrey,2019-12-04,1,cc_by_nc_nd,Psychiatry And Clinical Psychology,https://www.medrxiv.org/content/early/2019/12/04/19011403.source.xml,"Current research implicates pre- and probiotic supplementation as potential mediators for improving symptomology in numerous physical and emotional ailments. The alteration of emotional states via nutrient intake is an attractive concept for clinicians and consumers alike and may be an efficient channel to improved well-being. Here we focus on the period of late adolescence, which is a time of emotional refinement via maturation that significantly influences emotional, social and physical well-being in later years. Effective interventions such as nutritional supplementation in this age group have the potential to offset health-related costs in later life. In this study we examined multiple indices of mood and well-being in 64 healthy females in late adolescence in a 4-week double blind, placebo controlled Galacto-oligosaccharide (GOS) prebiotic supplement intervention. We also obtained stool samples at baseline and follow-up for microbiome sequencing and analyses. We found effects of the GOS intervention on sub-clinical self-reported high trait anxiety, attentional bias, and bacterial abundance, suggesting that dietary supplementation with a GOS prebiotic may be influential in improving indices of pre-clinical anxiety.",0,1008,/content/10.1101/19011403v1?versioned=TRUE,/content/10.1101/19011403v1.full.pdf,https://www.medrxiv.org/content/10.1101/19011403v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19011403v1.full.pdf,_10.1101_19011403.txt,1,"field-specific repository, general-purpose repository, data availability statement",0,illumina reads were  25  deposited in the european nucleotide archive (ena) database (http://www.ebi.ac.uk/ena) in  26  fastq-format under study accession number prjeb32693 (or secondary accession number  27  erp115404). 34  data availability  35  data and code for reproducible analysis are available at doi 10.17605/osf.io/ngmsu  36  1 note: this preprint reports new research that has not been certified by peer review and should not be used to guide clinical practice.   medrxiv preprint doi: https://doi.org/10.1101/19011403; this version posted december 4 2019.     data availability  35  data and code for reproducible analysis are available at doi,NA
